asset,initial_storage_level,investable,max_energy_timeframe_partition,milestone_year,min_energy_timeframe_partition,peak_demand,storage_inflows,units_on_cost
X0_CCGT,0.0,true,,2050,,,0.0,0.0
X0_OCGT,0.0,true,,2050,,,0.0,0.0
X0_Battery,0.0,true,,2050,,,0.0,
X0_Wind_Onshore2,0.0,true,,2050,,,0.0,0.0
X0_Wind_Offshore2,0.0,true,,2050,,,0.0,0.0
X0_Coal2,0.0,true,,2050,,,0.0,0.0
X0_Nuclear2,0.0,true,,2050,,,0.0,0.0
NL_E_Demand,0.0,false,,2050,,21291.2,0.0,
BE_E_Demand,0.0,false,,2050,,14380.3,0.0,
DE_E_Demand,0.0,false,,2050,,90152.0,0.0,
FR_E_Demand,0.0,false,,2050,,85861.0,0.0,
LU_E_Demand,0.0,false,,2050,,1272.0,0.0,
CH_E_Demand,0.0,false,,2050,,10383.0,0.0,
UK_E_Demand,0.0,false,,2050,,61936.0,0.0,
DK_E_Demand,0.0,false,,2050,,9633.0,0.0,
NO_E_Demand,0.0,false,,2050,,27028.0,0.0,
IE_E_Demand,0.0,false,,2050,,6280.0,0.0,
SE_E_Demand,0.0,false,,2050,,24623.0,0.0,
AT_E_Demand,0.0,false,,2050,,13428.0,0.0,
CZ_E_Demand,0.0,false,,2050,,11417.0,0.0,
PL_E_Demand,0.0,false,,2050,,27889.0,0.0,
ES_E_Demand,0.0,false,,2050,,44844.0,0.0,
IT_E_Demand,0.0,false,,2050,,62099.0,0.0,
LT_E_Demand,0.0,false,,2050,,2131.0,0.0,
FI_E_Demand,0.0,false,,2050,,16523.0,0.0,
SI_E_Demand,0.0,false,,2050,,2448.0,0.0,
HU_E_Demand,0.0,false,,2050,,10349.0,0.0,
SK_E_Demand,0.0,false,,2050,,1056.0,0.0,
PT_E_Demand,0.0,false,,2050,,9030.0,0.0,
HR_E_Demand,0.0,false,,2050,,2955.0,0.0,
RO_E_Demand,0.0,false,,2050,,10352.0,0.0,
GR_E_Demand,0.0,false,,2050,,10719.0,0.0,
LV_E_Demand,0.0,false,,2050,,1409.0,0.0,
EE_E_Demand,0.0,false,,2050,,1551.0,0.0,
MT_E_Demand,0.0,false,,2050,,552.0,0.0,
CY_E_Demand,0.0,false,,2050,,1331.0,0.0,
BG_E_Demand,0.0,false,,2050,,6994.0,0.0,
X1_E_Demand,0.0,false,,2050,,21291.2,0.0,
X2_E_Demand,0.0,false,,2050,,14380.3,0.0,
X3_E_Demand,0.0,false,,2050,,90152.0,0.0,
X4_E_Demand,0.0,false,,2050,,85861.0,0.0,
X5_E_Demand,0.0,false,,2050,,1272.0,0.0,
X6_E_Demand,0.0,false,,2050,,10383.0,0.0,
X7_E_Demand,0.0,false,,2050,,61936.0,0.0,
X8_E_Demand,0.0,false,,2050,,9633.0,0.0,
X9_E_Demand,0.0,false,,2050,,27028.0,0.0,
X0_E_Demand,0.0,false,,2050,,6280.0,0.0,
NL_H_Demand,0.0,false,,2050,,6090.8,0.0,
BE_H_Demand,0.0,false,,2050,,2634.2,0.0,
DE_H_Demand,0.0,false,,2050,,670.8,0.0,
FR_H_Demand,0.0,false,,2050,,1644.6,0.0,
LU_H_Demand,0.0,false,,2050,,193.3,0.0,
CH_H_Demand,0.0,false,,2050,,0.0,0.0,
UK_H_Demand,0.0,false,,2050,,0.0,0.0,
DK_H_Demand,0.0,false,,2050,,314.583,0.0,
NO_H_Demand,0.0,false,,2050,,0.0,0.0,
IE_H_Demand,0.0,false,,2050,,0.0,0.0,
SE_H_Demand,0.0,false,,2050,,967.5,0.0,
AT_H_Demand,0.0,false,,2050,,551.25,0.0,
CZ_H_Demand,0.0,false,,2050,,370.417,0.0,
PL_H_Demand,0.0,false,,2050,,0.0,0.0,
ES_H_Demand,0.0,false,,2050,,512.5,0.0,
IT_H_Demand,0.0,false,,2050,,2655.0,0.0,
LT_H_Demand,0.0,false,,2050,,0.0,0.0,
FI_H_Demand,0.0,false,,2050,,515.417,0.0,
SI_H_Demand,0.0,false,,2050,,0.0,0.0,
HU_H_Demand,0.0,false,,2050,,839.583,0.0,
SK_H_Demand,0.0,false,,2050,,0.0,0.0,
PT_H_Demand,0.0,false,,2050,,0.0,0.0,
HR_H_Demand,0.0,false,,2050,,0.0,0.0,
RO_H_Demand,0.0,false,,2050,,600.417,0.0,
GR_H_Demand,0.0,false,,2050,,739.167,0.0,
LV_H_Demand,0.0,false,,2050,,0.0,0.0,
EE_H_Demand,0.0,false,,2050,,0.0,0.0,
MT_H_Demand,0.0,false,,2050,,0.0,0.0,
CY_H_Demand,0.0,false,,2050,,0.0,0.0,
BG_H_Demand,0.0,false,,2050,,0.0,0.0,
X1_H_Demand,0.0,false,,2050,,6090.8,0.0,
X2_H_Demand,0.0,false,,2050,,2634.2,0.0,
X3_H_Demand,0.0,false,,2050,,670.8,0.0,
X4_H_Demand,0.0,false,,2050,,1644.6,0.0,
X5_H_Demand,0.0,false,,2050,,193.3,0.0,
X6_H_Demand,0.0,false,,2050,,0.0,0.0,
X7_H_Demand,0.0,false,,2050,,0.0,0.0,
X8_H_Demand,0.0,false,,2050,,314.583,0.0,
X9_H_Demand,0.0,false,,2050,,0.0,0.0,
X0_H_Demand,0.0,false,,2050,,0.0,0.0,
