id,asset,year,period_block_start,period_block_end,dual_balance_storage_over_clustered_year,dual_max_storage_level_over_clustered_year_limit,dual_min_storage_level_over_clustered_year_limit
251,AT_Pump_Hydro_Open,2050,273,276,-0.0860761025935004,0.0,0.0
252,AT_Pump_Hydro_Open,2050,277,280,-0.0860761025935004,0.0,0.0
253,AT_Pump_Hydro_Open,2050,281,284,-0.0860761025935004,0.0,0.0
254,AT_Pump_Hydro_Open,2050,285,288,-0.0860761025935004,0.0,0.0
255,AT_Pump_Hydro_Open,2050,289,292,-0.0860761025935004,0.0,0.0
256,AT_Pump_Hydro_Open,2050,293,296,-0.0860761025935004,0.0,0.0
257,AT_Pump_Hydro_Open,2050,297,300,-0.0860761025935004,0.0,0.0
258,AT_Pump_Hydro_Open,2050,301,304,-0.0860761025935004,0.0,0.0
259,AT_Pump_Hydro_Open,2050,305,308,-0.0860761025935004,0.0,0.0
260,AT_Pump_Hydro_Open,2050,309,312,-0.0860761025935004,0.0,0.0
261,AT_Pump_Hydro_Open,2050,313,316,-0.054711955363444434,0.0,0.0
262,AT_Pump_Hydro_Open,2050,317,320,-0.054711955363444434,0.0,0.0
263,AT_Pump_Hydro_Open,2050,321,324,-0.054711955363444434,0.0,0.0
264,AT_Pump_Hydro_Open,2050,325,328,-0.054711955363444434,0.0,0.0
265,AT_Pump_Hydro_Open,2050,329,332,-0.054711955363444434,0.0,0.0
266,AT_Pump_Hydro_Open,2050,333,336,-0.054711955363444434,0.0,0.0
267,AT_Pump_Hydro_Open,2050,337,340,-0.054711955363444434,0.0,0.0
268,AT_Pump_Hydro_Open,2050,341,344,-0.054711955363444434,0.0,0.0
269,AT_Pump_Hydro_Open,2050,345,348,-0.054711955363444434,0.0,0.0
270,AT_Pump_Hydro_Open,2050,349,352,-0.054711955363444434,0.0,0.0
271,AT_Pump_Hydro_Open,2050,353,356,-0.054711955363444434,0.0,0.0
272,AT_Pump_Hydro_Open,2050,357,360,-0.054711955363444434,0.0,0.0
273,AT_Pump_Hydro_Open,2050,361,364,-0.054711955363444434,0.0,0.0
274,BG_Hydro_Reservoir,2050,1,24,-0.020587301587301588,0.0,0.0
275,BG_Hydro_Reservoir,2050,25,48,-0.020587301587301588,0.0,0.0
276,BG_Hydro_Reservoir,2050,49,72,-0.020587301587301588,0.0,0.0
277,BG_Hydro_Reservoir,2050,73,96,-0.020587301587301588,0.0,0.0
278,BG_Hydro_Reservoir,2050,97,120,-0.020587301587301588,0.0,0.0
279,BG_Hydro_Reservoir,2050,121,144,-0.020587301587301588,0.0,0.0
280,BG_Hydro_Reservoir,2050,145,168,-0.020587301587301588,-0.0011441269841269905,0.0
281,BG_Hydro_Reservoir,2050,169,192,-0.02173142857142858,0.0,0.0
282,BG_Hydro_Reservoir,2050,193,216,-0.02173142857142858,0.0,0.0
283,BG_Hydro_Reservoir,2050,217,240,-0.02173142857142858,0.0,0.0
284,BG_Hydro_Reservoir,2050,241,264,-0.02173142857142858,-0.026601904761904768,0.0
285,BG_Hydro_Reservoir,2050,265,288,-0.048333333333333346,0.0,0.0
286,BG_Hydro_Reservoir,2050,289,312,-0.048333333333333346,0.0,0.0
