id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_conversion
1108,LU_electrolyzer,2050,5,13,16,-0.0
1109,LU_electrolyzer,2050,5,17,20,-0.0
1110,LU_electrolyzer,2050,5,21,24,-0.0
1111,LU_electrolyzer,2050,6,1,4,0.12948246582640993
1112,LU_electrolyzer,2050,6,5,8,0.5850000000000001
1113,LU_electrolyzer,2050,6,9,12,0.5850000000000001
1114,LU_electrolyzer,2050,6,13,16,-0.0
1115,LU_electrolyzer,2050,6,17,20,0.12948246582640993
1116,LU_electrolyzer,2050,6,21,24,0.14197249617763757
1117,LU_electrolyzer,2050,7,1,4,1.2025000000000001
1118,LU_electrolyzer,2050,7,5,8,4.791113034769179
1119,LU_electrolyzer,2050,7,9,12,6.861413108533927
1120,LU_electrolyzer,2050,7,13,16,6.257780290310655
1121,LU_electrolyzer,2050,7,17,20,37.0
1122,LU_electrolyzer,2050,7,21,24,1.2025000000000001
1123,LU_electrolyzer,2050,8,1,4,-0.0
1124,LU_electrolyzer,2050,8,5,8,-0.0
1125,LU_electrolyzer,2050,8,9,12,-0.0
1126,LU_electrolyzer,2050,8,13,16,-0.0
1127,LU_electrolyzer,2050,8,17,20,-0.0
1128,LU_electrolyzer,2050,8,21,24,-0.0
1129,LU_electrolyzer,2050,9,1,4,-0.0
1130,LU_electrolyzer,2050,9,5,8,-0.0
1131,LU_electrolyzer,2050,9,9,12,-0.0
1132,LU_electrolyzer,2050,9,13,16,-0.0
1133,LU_electrolyzer,2050,9,17,20,-0.0
1134,LU_electrolyzer,2050,9,21,24,-0.0
1135,LU_electrolyzer,2050,10,1,4,46.0
1136,LU_electrolyzer,2050,10,5,8,901.1143495566282
1137,LU_electrolyzer,2050,10,9,12,901.1143495566282
1138,LU_electrolyzer,2050,10,13,16,901.1143495566282
1139,LU_electrolyzer,2050,10,17,20,901.1143495566282
1140,LU_electrolyzer,2050,10,21,24,1.4950000000000003
1141,LV_electrolyzer,2050,1,1,4,-0.0
1142,LV_electrolyzer,2050,1,5,8,-0.0
1143,LV_electrolyzer,2050,1,9,12,-0.0
1144,LV_electrolyzer,2050,1,13,16,-0.0
1145,LV_electrolyzer,2050,1,17,20,1.7225000000000004
1146,LV_electrolyzer,2050,1,21,24,-0.0
1147,LV_electrolyzer,2050,2,1,4,-0.0
1148,LV_electrolyzer,2050,2,5,8,-0.0
1149,LV_electrolyzer,2050,2,9,12,-0.0
1150,LV_electrolyzer,2050,2,13,16,-0.0
1151,LV_electrolyzer,2050,2,17,20,-0.0
1152,LV_electrolyzer,2050,2,21,24,-0.0
1153,LV_electrolyzer,2050,3,1,4,-0.0
1154,LV_electrolyzer,2050,3,5,8,-0.0
1155,LV_electrolyzer,2050,3,9,12,-0.0
1156,LV_electrolyzer,2050,3,13,16,-0.0
1157,LV_electrolyzer,2050,3,17,20,-0.0
1158,LV_electrolyzer,2050,3,21,24,-0.0
1159,LV_electrolyzer,2050,4,1,4,-0.0
1160,LV_electrolyzer,2050,4,5,8,-0.0
1161,LV_electrolyzer,2050,4,9,12,-0.0
1162,LV_electrolyzer,2050,4,13,16,-0.0
1163,LV_electrolyzer,2050,4,17,20,-0.0
1164,LV_electrolyzer,2050,4,21,24,-0.0
1165,LV_electrolyzer,2050,5,1,4,-0.0
