id,asset,year,rep_period,time_block_start,time_block_end,rn,dual_su_sd_eq_units_on_diff
12625,HR_Nuclear,2030,9,22,22,22,0.0
12626,HR_Nuclear,2030,9,23,23,23,0.0
12627,HR_Nuclear,2030,9,24,24,24,0.0
12628,HR_Nuclear,2030,10,2,2,2,0.0
12629,HR_Nuclear,2030,10,3,3,3,0.0
12630,HR_Nuclear,2030,10,4,4,4,0.0
12631,HR_Nuclear,2030,10,5,5,5,0.0
12632,HR_Nuclear,2030,10,6,6,6,0.0
12633,HR_Nuclear,2030,10,7,7,7,0.0
12634,HR_Nuclear,2030,10,8,8,8,0.0
12635,HR_Nuclear,2030,10,9,9,9,0.0
12636,HR_Nuclear,2030,10,10,10,10,0.0
12637,HR_Nuclear,2030,10,11,11,11,0.0
12638,HR_Nuclear,2030,10,12,12,12,0.0
12639,HR_Nuclear,2030,10,13,13,13,0.0
12640,HR_Nuclear,2030,10,14,14,14,0.0
12641,HR_Nuclear,2030,10,15,15,15,0.0
12642,HR_Nuclear,2030,10,16,16,16,0.0
12643,HR_Nuclear,2030,10,17,17,17,0.0
12644,HR_Nuclear,2030,10,18,18,18,0.0
12645,HR_Nuclear,2030,10,19,19,19,0.0
12646,HR_Nuclear,2030,10,20,20,20,0.0
12647,HR_Nuclear,2030,10,21,21,21,0.0
12648,HR_Nuclear,2030,10,22,22,22,0.0
12649,HR_Nuclear,2030,10,23,23,23,0.0
12650,HR_Nuclear,2030,10,24,24,24,0.0
12651,HR_OCGT,2030,1,2,2,2,0.0
12652,HR_OCGT,2030,1,3,3,3,0.0
12653,HR_OCGT,2030,1,4,4,4,0.0
12654,HR_OCGT,2030,1,5,5,5,0.0
12655,HR_OCGT,2030,1,6,6,6,0.0
12656,HR_OCGT,2030,1,7,7,7,0.0
12657,HR_OCGT,2030,1,8,8,8,0.0
12658,HR_OCGT,2030,1,9,9,9,0.0
12659,HR_OCGT,2030,1,10,10,10,0.0
12660,HR_OCGT,2030,1,11,11,11,0.0
12661,HR_OCGT,2030,1,12,12,12,0.0
12662,HR_OCGT,2030,1,13,13,13,0.0
12663,HR_OCGT,2030,1,14,14,14,0.0
12664,HR_OCGT,2030,1,15,15,15,0.0
12665,HR_OCGT,2030,1,16,16,16,0.0
12666,HR_OCGT,2030,1,17,17,17,0.0
12667,HR_OCGT,2030,1,18,18,18,0.0
12668,HR_OCGT,2030,1,19,19,19,0.0
12669,HR_OCGT,2030,1,20,20,20,0.0
12670,HR_OCGT,2030,1,21,21,21,0.0
12671,HR_OCGT,2030,1,22,22,22,0.0
12672,HR_OCGT,2030,1,23,23,23,0.0
12673,HR_OCGT,2030,1,24,24,24,0.0
12674,HR_OCGT,2030,2,2,2,2,0.0
12675,HR_OCGT,2030,2,3,3,3,0.0
12676,HR_OCGT,2030,2,4,4,4,0.0
12677,HR_OCGT,2030,2,5,5,5,0.0
12678,HR_OCGT,2030,2,6,6,6,0.0
12679,HR_OCGT,2030,2,7,7,7,0.0
12680,HR_OCGT,2030,2,8,8,8,0.0
12681,HR_OCGT,2030,2,9,9,9,0.0
12682,HR_OCGT,2030,2,10,10,10,0.0
12683,HR_OCGT,2030,2,11,11,11,0.0
12684,HR_OCGT,2030,2,12,12,12,0.0
12685,HR_OCGT,2030,2,13,13,13,0.0
12686,HR_OCGT,2030,2,14,14,14,0.0
12687,HR_OCGT,2030,2,15,15,15,0.0
12688,HR_OCGT,2030,2,16,16,16,0.0
12689,HR_OCGT,2030,2,17,17,17,0.0
12690,HR_OCGT,2030,2,18,18,18,0.0
12691,HR_OCGT,2030,2,19,19,19,0.0
12692,HR_OCGT,2030,2,20,20,20,0.0
12693,HR_OCGT,2030,2,21,21,21,0.0
12694,HR_OCGT,2030,2,22,22,22,0.0
12695,HR_OCGT,2030,2,23,23,23,0.0
12696,HR_OCGT,2030,2,24,24,24,0.0
12697,HR_OCGT,2030,3,2,2,2,0.0
12698,HR_OCGT,2030,3,3,3,3,0.0
12699,HR_OCGT,2030,3,4,4,4,0.0
12700,HR_OCGT,2030,3,5,5,5,0.0
12701,HR_OCGT,2030,3,6,6,6,0.0
12702,HR_OCGT,2030,3,7,7,7,0.0
12703,HR_OCGT,2030,3,8,8,8,0.0
12704,HR_OCGT,2030,3,9,9,9,0.0
12705,HR_OCGT,2030,3,10,10,10,0.0
12706,HR_OCGT,2030,3,11,11,11,0.0
12707,HR_OCGT,2030,3,12,12,12,0.0
